reviews,label
"Dulu saya suka bgt sama shopee , tapi kok udah nggak kaya dulu lagi . .  Voucher cuma bisa dipakai untuk sekali checkout/hari, trus kadang2 emg nggak bisa dipakai sama sekali ,, makin ribet deh Tapi masih tetap suka sih karna banyak cashbacknya",__label__3
"halo shopee, saya ingin merubah pin shopeepay saya, tapi error terus menerus, dan akhirnya ternonaktifkan, ini gimana ya?? saya mau beli barang mmkai shopeepay saya.",__label__1
"Shopee sekarang kenapa sih, sering sekali ngelak nya, semuanya sudah di lakuin, dari di upadate, di instal ulang, tetap aja sering ngelak, bikin cape aja tiap kali cari barang, sekali nemu barang yang mau eh malah ngelak, tolong di perbaiki lagi ya",__label__3
Pengiriman cpt.,__label__1
Baru lon tau program nya,__label__3
"Kecewa dengan kebijakan baru shoope gak bisa milih biaya pengiriman yg paling murah,belum lagi yg terbaru gak bisa lgsung ganti ekspedisi alhasil ada yg dapet ekspedisi yg belum jalan disini ah entah sampai kapan barang sampai,kembali seperti dulu saja lebih baik",__label__3
Bagus sih cuman sayangnya menu shopee pinjam gaada dan splaylater saya masa 100rb doang Tolong diperbaiki soalnya pake data lengkap itu. padahal sering belanja dipakai shoppeplaylaternya dan shopepinjam pun tak ada,__label__5
  baik kelas,__label__5
Lama sekali lemot,__label__1
Gak guna!!!!di kasih vocer tapi ga bisa dipake katanya harus ada logo gratis ongkir giliran dicoba masi aja gabisa ga guna!!!!!!,__label__1
"Jadi kecewa semenjak gk bisa pilih kurir.  Ongkir ke daerah tertentu jadi mahal.  Dan pengiriman jadi lama.  Apalagi buat dropshiper yg biasa ngirim ke daerah yg bukan kota.  Tolong dong shopee, kembalikan pilihan jasa kirim seperti dulu.  Itu sangat membantu kami juga yg mencari nafkah lewat shopee",__label__3
"Kenapa saya kasih bintang tiga? Karna saya pas mau beli pop cotscet 3D barang nya kagak dianterin dari bandung sampai sekarang saya mesen dari tahun 2019, saya nanya satu lagi kalo barangnya dari luar negeri uang nya,uang Indonesia. ",__label__3
"pesanan gw nyangkut di DC dri tggl 21,12,2021....Ngga becus shope",__label__1
Buat apa paylater atau s pinjam dibuat kalo penagihannya begitu,__label__1
"Gratis ongkir nya cmn bisa di pake kalo budget lebih dari harga ongkir, kalo gitu berkurang dong fungsinya gratis ongkir, terimakasih semoga di perbaiki :)",__label__3
Udah lumayan sih cuma coba dong untuk top up shopeepay bisa via indomart atau alfamart dan aplikasi dompet digital lainnya untuk memudahkan kita pelanggan shopee melakukan pembayaran karena kebanyakan promo diharuskan menggunakan pembayaran melalui shopeepay dan shopeepayletter.  Bahkan shopeepayletter sendiri untuk pembayarannya via bank bagaimana nasib untuk pelanggan yang tidak punya rekening mereka akan malas membayar karena tidak dipermudahnya pembayaran. ,__label__3
"semakin kesini makin banyak penjual yang ngawur ngirim warnanya... masak pesan merah di kirim hitam, padahal di chat katanya ready warna merah,,, ehh di kirimnya hitam... shopee gak jelas",__label__1
  masuk aplikasi ganggu browser,__label__3
"Terpakasa kurangin bintang Soalnya pengiriman lambat banget Udah pesan satu minggu lalu masa belum sampe Tolong di perbaiki dong min Biar nyaman lagi seperti dulu Kalo seperti ini terus bisa nglirik app sebelah ,",__label__3
"tolong d perbaiki lg shopee sama toko2 yg menjual barang nya,sya sudah kompirmasi sma toko nya tpi ga d balas2 dan barang yg sya pesan sampe saat ini blm d kemas jga barang nya,,, dan klo bisa d cantum kan jga no tlpn toko nya supaya pembeli bisa menanyakan apa bila barang nya kosong/minta gantian nya,,",__label__3
"Shopeelater nya kenapa sekarang tambah besar bunganya,dulu beli sekarang bayar nanti tidak kena bunga.sekarang gilaa mahaal bangett.",__label__1
"Awal belanja pakai shoppe aku suka karna banyak banget gratong nya.  Tp setelah aku jadi member gold gratongnya dikit dan ongkirnya jadi melangit.  Apa karna dibutuhkan lalu ongkirnya jadi mahal ya,, pdhal saya cuma pesan 4 barang yg beratnya gk sampe kiloan, masa ongkir ke luar Jawa sampai 50k. ",__label__3
Kenapa ya kak saya buka toko pas di cek untuk jasa kirim nya tidak ada gosend instant dan grabexpress instan . . padahal lihat yang lain pada ada. .  Faktor penyebabnya apa? Saya sudah menghubungi pihak shopee tapi belum ada informasi apa-apa,__label__3
"Setelah upgrade, metode pilihan pembayaran erorr ngeblnk, opsi pengiriman sama loding melulu,, paket data unlimited 1.5G belum nyampe 500mb.. jaringan stabil... Intinya minta bantuan operator nyampe 15 orang ganti-ganti gak ada hasil... Sangat mengecewakan minta bantuan operator malah cape sendiri.. capek",__label__1
  senang belanja,__label__5
"Tolong hilangkan fitur COD, saya gak setuju kalo ada fitur COD.  Karna COD sangat berdampak buruk terhadap kurir yg mengantar barang.  Saya banyak melihat di media sosial kalo banyak orang yg tidak mau membayar barang yg mereka pesan karena barang tidak sesuai dengan yg di pesan.  Dan itu sangat berdampak buruk bagi kurir.  Saya sebagai pengguna shopee yg setia sangat tidak suka dengan ada nya fitur COD.  Mohon dengan sangat untuk shopee menghapus fitur COD 🙏 Thank you. ",__label__3
"Kok vocer COD nya ilang ya, ada sih tpi cuman satu aja dalam sebulan:( gimna siih dlu aja banyak bngt, ini aja akun baru kok gak bisa di gunakan ya vocer nya.  Gimn sih nihh! Mana ga bisa pilih pengiriman.  Saya ingin Shopee kayak dulu lagi😄",__label__3
"Payah aplikasi shoope,sya kasih bintang 1 j,mengajukan shopepaylater selaalu di tolak,dats dah jelas2 bener masih di tolak j,",__label__1
"Sekarang payah tdk bisa memilih sendiri kurir nya,,, sbagai konsumen agak keberatan krn sdh bayar kurir reguler dengan harga yg maxsimal ternyata seller nya krm pakai kurir reguler yg paling rendah,,,tolong di perbaiki lg agar bisa memilih sendiri kurir yg di inginkan ky dl,,,",__label__3
"Saya suka belanja d shopee , tapi krna skrg pembayaran pkai kredivo tdk tersedia lg , saya jd kcewa , meskipun ada metode pembayaran lain , saya ttep tak suka krna ribet , saya mau nya langsung cus cus pke metode pembayaran kredivo",__label__1
Ongkir nya smakin mahal☹,__label__3
"Mau checkout gak bisa katanya limitnya terlalu banyak di paylater pdhl ga pernah pake paylater sama sekali terus keluar"" terus mau login pake akun yang sama gak bisa"" .  Tolong diperbaiki lagi makasih. . . ",__label__3
Nice bisa dikembalikan kalo nipu,__label__5
"Min mau tanya, aku kalo mau ke toko yang dituju selalu tulisan nya ups sedang dalam perbaikan silahkan kembali ke halaman utama, please dong harus nya tingkatkan lgi jngan sampai kaya gini terulang lgi gimana mau belanja atau follow, ke toko Yng dituju aja ga bisa msk h😏",__label__3
Pakai shopee gk pake  ,__label__5
"Knpa fitur faylater cuma orang terpilih saja,yg merata donk...kan semua sama planggan",__label__1
Shopee bagus sekali untuk memesan apa apa barang barangnya bagus selalu diberi voucher ada gamenya banyak lagi🙂,__label__5
Shope tempat belanja aman dan nyaman!!! Selamat menempuh hidup baru 2022 !!!,__label__5
Shopee parah udh top up engga bisa wd...parah anjir auto rugi,__label__1
G bisa pesen mkn katanya akun janggal..janggalnya dimn coba,__label__1
Aplikasi bagus.  Silahkan download aplikasinya.  Ini serbaguna:),__label__5
"Dulu sih enak bisa pakai gratis ongkir sekarang di batasi dan apa yg kita ingin beli selalu tidak pernah dapat lagi yang namanya gratis ongkir,,mungkin sudah mulai konsekuen lagi😌",__label__3
Sangat membantu sih aplikasi ini buat ngecek-ngecek harga sampai akhirnya belanja di shoppe.  Tapi shoppe kadang suka lemot kaya berat gitu.  Harus di butuhkan sinyal yang bener bener full buat bisa nikmati shoppe.  Selama saya belanja di shoppe barang yang saya dapat kan sesuai ekspektasi dan realitanya.  Tergantung kita pinter2 pilihnya. .  harga juga lebih murah dari pada di toko2. .  suka belanja dari luar negeri.  Barangnya bagus murah ongkir nya juga murah. ,__label__3
"Baguss banget, Selalu amanah disaat memesan, pengiriman cepatt😍😗Yang blum donload yukk cobain😃",__label__5
"Verifikasi Gagal, dan gagal lagi!!!!",__label__1
Makin parah.. lemotnya bukan main.. sering error sendiri.. tolong di perbaiki secepatnya.. menjadi malas belanja disini lama2 kek gini terus .. thankz..,__label__1
"Maaf kepada pihak Shopee, menurut saya kecepetan shopee kurang baik bisa dibilang lemot karena pd saat membuka app nya saya lama bngt terus untuk Voucher freeong Rp. 0 jam 13. 00 kenapa waktu saya mau klaim eh tiba2 hilang begitu sj? Seperti mainan monopoli sj kek mepermainin customer sj.  Terima kasih, semoga kedepannya shopee bisa ditingkatkan kembali! HAPPY SHOPPING YA GUYS!🙏",__label__3
  respon aman belanja online,__label__5
Percuma klaim vocher tapi gak bisa di pakai. Checkout Gagal (U05): Kode Voucher ini telah digunakan oleh akun yang terkait denganmu. Mohon coba kode Voucher lain.,__label__1
Pesanan ga bisa di batalkan jd gmn klo ga punya uang tolonglah shopee,__label__1
Saya sudah sering berbelanja melalui apl ini. good banget,__label__5
"Tolong diperbaiki lagi aplikasinya, kalau cek barang yang dikeranjang scroll naik lg naik lg,setelah hapus2 barang yg g disuka atau masuk ke dlm toko salah satu barang yg ada dikeranjang setelah dikembalikan scroll naik lagi ke atas, sampek pegel scroll ke bawah naik lagi naik lg hadeh buang waktu aja. ",__label__3
Saya melihat bayak sekali yg blm bsa admin tangani tanpa memberi respon yg positif. . ,__label__3
 banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ¡!!!!!!!!,__label__1
  gitu promo kurang baharu,__label__3
Tolong proses pengirimannya di percepat ya min karna kata penjualnya sudah di kirim kok di hp masih di kemas terus padahal saya tunggu sudah 2 hari masih di aja di kemas terus tolong di update bagian proses pembelian nya min karna bagi pembeli jadi hawatir sama uang nya min (tolong di perbaikin) :),__label__3
  suka marketplace mudah man terimakasih,__label__5
"menolong sekali ketika di perantauan,  blm tau mana2,  belanja di sophee deh. ",__label__5
Pasti shopee ku dihapus adek ku dan lagi pas ulang taunnya mesti sinyal jelek kalau siang suruh sekolah kenapa hidup ku kok begini selalu sial kupikir minyak gk ada ternyata ada mak gue langsung suruh ndwonload mesti kalau mau ulang taun mesti hujan mati lampu oh sialnya hidupku ini. . . . . . . . ,__label__3
"Shopee murah lebay,  bnyak diskon,  voucer,  cashback & gratis ongkir!! 👍👍",__label__5
Pake exspedisi shoppe slalu trhambat pengirimannya skrng knpa yah,__label__1
"shopee sangat bagus dan tidak   sedikit pun,  terimakasih sudah mengajarkan berbelanja di online❤️",__label__5
"Tidak bisa login akun saya.  Tolong bantuannya , saya mau bayar tagihan paylater saya.  Terima kasih.  Tolong di konfirmasi",__label__3
"Shopee gak kayak dulu, dulu itu kalo pake pay bayar bulan depan bunga nol persen, sekarang!? Berbunga gaes. .  ah males, riba jadinya",__label__3
Kalo lihat barang suka lemot patah patah,__label__1
"Sistem jasa pengiriman ribet sekarang, enakan yang dulu kita bisa pilih sebelum belanja, ini kenapa ditentukan & ga bisa di pindahkan? Tolong jasa pengiriman seperti dulu saja",__label__3
"Shopee hanya berpihak kepada penjual, sehingga akhirnya pembeli sangat dirugikan, meskipun barang tidak pernah dikirimkan tetap saja pembeli kalah, jangan mau download aplikasi ini",__label__1
Kecewa slalu dapet driver dari jauh Keburu laper dan bsa pingsan duluan,__label__1
"Shopeepaylatternya eror disaat lagi perlu banget, BT",__label__1
Ah ga ada penegasan buat penjual dari pihak shopee ya barang blom di kirim ke kurir dah dua hari ya ampun gila jadwal dah kelewat barang seharus nya dah sampe sekarang dan di pake sekarang...tapi mana nyampe ke tangan kurir nya ajah blom...gagal ni mah bukan no 1 jadi nya no urut belakang cocok nya apk shopee tuh ..dah ke duluan apk sebelah lebih gesit dan cepet,__label__1
"Saya mau tanya kenapa baik berlian maupun poin,  kok sulit di tukar koin shope ya",__label__5
Kenapa saya tidak bisa update apk ini yaa Padahal saya udah 10 kali install tolong perbaiki apk initolong bantu ya,__label__3
"Udah lama pake shopee tapi baru mau riview sekarang.  Mau ngasih masukan ajah, tolong di bagian pengiriman paket, di status pengiriman cantumin juga nama kurir yang akan mengirim paket ke tujuan.  Biar saya sebagai konsumen di mudahkan jika akan komplen via email ke jasa pengiriman, karena ada beberapa kurir ketika mengantar paket itu kurang mengenakan.  Dan kalo bisa lagi, mohon ketika kurir akan menuju ke tujuan, beri notif 1 jam lagi sampai.  Biar kurir dan konsumen punya waktu yg pas. ",__label__3
"aplikasi lemot, sering ngelag bikin berantakan",__label__1
  bantu butuh simple murah kualitas,__label__5
Gak paham undian...dpt duwit blg BS di ambil SDH proses hadeh gagal....,__label__1
"Pusing tiap bulan harus update teruss, ,  Klo pas gratis ongkir susah sekali updatenya lama masuk, , ",__label__5
"Saya sarankan kurir d evaliasilah, kan jadi males blanja d shopee klo gini terus, mana kita ga bisa plih kurir sndri.  Andai saja Shopee punya jasa ekspedisi sndri yg udah trsedia se Indonesia",__label__3
Mantap saya sangat suka sama Shopie,__label__5
"skrg gak bisa pilih ekspedisi.  okelah gapapa, gamasalah.  tapi voucher gratis ongkirnya gak ada.  yg ada skrg cmn bisa dipake utk pengguna shopee pay/paylater.  yg mau pake layanan lain ky transfer bank atau cod gakbisa dpt gratis ongkir utk sebagian besar toko.  ngecewain banget:') jadi skrg belanja besar di ongkir doang. ",__label__3
  seller  heran layan  tari saldo jual rekening lari cair cair otomatis hasil jual modal boro putar jual,__label__1
"Aku suka belanja dishopee,,,tapi paket barangku gak nyampek,,,padahal udah tanggal 11 kemarin diaplikasinya sudah sampai tinggal diberi penilaian tokonya,,tapi paket barangnya belum sampk kerumahku,,pengirimannya menggunakan cargo. ,,,,Dahlah",__label__3
  untung belanja,__label__5
"Hmm dari luar sih tampak seperti aplikasi penipuan !! Tapi tidak berlaku untuk aplikasi no 1 ini,ketika di dalam bisa membuat saya tergila-gila dengan barang² yang sangat berguna sekali mulai dari iPhone ternyata j2 prime,terimakasih sopii sampai bisa membuat saya babak belur karena uang tabungan ortu buat lunasin arisan habiss !! Bangke !!",__label__3
"Lama proses pengirimannya, udah sampaj seminggu paket belum sampai.",__label__1
"Saya dibantu keponakn utk memesan Shopee, krn sy tidak bisa, tapi lumayan hnya lay out barang2 yg dipromokan menuurut sy masih kurang menarik. . . dan yg terpenting demi utk menjaga nama Shopee sendiri JANGAN MENGGUNAKAN seller2 yg MENIPU buyer dg menjual barang2nya yg tidak sesuai dgn iklan2/foto barang yg ditampilkan. ",__label__3
"Setelah saya update, knpa ga bisa dibuka shopee nya. Gimana ini",__label__1
Lumayan untuk aplikasi media online Sangat berguna untuk kehidupan sehari-hari.  Terima kasih Shoope. ,__label__5
Dear shoppe jika para lapak tidak menjual sesuai dengan barang yang di post harap di blokir lah bukan apa sangat mengecewakan sama aja dong buka lapak penipu . harap teliti saat Nerima lapak2 yang memiliki usaha tapi tidak sesuai yang di post dari size ataupun warna . sering kecewa karna respon penjual gak ada,__label__3
Mas.  Sya abis top up 3 jam yang lalu tapi kenapa sampai sekarang belum masuk??,__label__5
Agak kecewa. . .  Sewaktu saya belanja pake Akun pertama saya. . .  Barang yg saya beli dananya di kembalikan karena kehabisan barang. . .  Sellernya pas di tanya bilang masih ada. . .  Akhirnya ada notifikasi agar mengambil dana melalui Shopeepay. . .  Sewaktu saya mengaktifkan Shopeepay tidak bisa di lakukan. . .  Padahal sudah sesuai prosedur. . .  Saya ulangi berkali-kali tetap tidak bisa. . .  Padahal uangnya adalah titipan teman untuk berbelanja di aplikasi ini. . .  Akhirnya dananya hangus begitu saja. . . ,__label__3
Ga ramah bintang 1,__label__1
"Di app barang yg di jual masih ready tapi di penjual sold out, payah! (Sudah transaksi, di batalkan penjual) Uang pengembalian dalam bentuk shopee pay, payah! (Harusnya kembali ke rekening pembeli) Saya tidak dapat aktivasi shopee pay karena no hp sudah tidak aktif, ganti no hp pun harus upload ktp & foto selfie, prosesnya nunggu lagi 3x24 jam, payah! (Kapok belanja di shopee)",__label__3
Belanja di shope aman terpercaya barangnya oke semua sesuai di postingan cuman saran ajah perbanyak lagi kode voucher nya,__label__5
"Hadehh baru kli ini saya ditipu beli di shoppe, beli pulsa di shopee resmi bukan ditoko orang, untung beli pulsa cuman 15k tsel, udh 2 hari pulsaa gak masuk masuk, pdhl nomer udah saya CEK DAN GK SALAH NULIS, ku ajuin pengembalian dana tapi DITOLAK, WHAt??",__label__1
  minimal maksud fitur sedia gimana buka pay tidak bisa,__label__3
Aplikasi lelet. Makin diupdate makin lelet,__label__1
"Awas penipuan atas nama shopee. . .  Katanya dapat casback 2jt,tp aku cancel cs gk percaya,tapi sisa saldo shopeepayku yg awalnya sekitaran 10k,tinggal 2k aja,setelah aku cek ternyata berkurang untuk pembelian pulsa X#,padahal aku gk punya no provider itu. .  Bagaimana nih min,jangan sampai merembet ke korban yg lain. . . ",__label__3
