reviews,label,review
"Saya kcwa,dngn shopee sy sudah batalkan pesanan,tapi malah ditolak,dan tetap diantar,plis ini jadi BKN sy MLS blnj di shopee,krna kcwa🙏",__label__1,"__label__1 Saya kcwa,dngn shopee sy sudah batalkan pesanan,tapi malah ditolak,dan tetap diantar,plis ini jadi BKN sy MLS blnj di shopee,krna kcwa🙏"
 banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ¡!!!!!!!!,__label__1,__label__1  banget!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ¡!!!!!!!!
"Banyak barang yang tidak sesuai dengan deskripsi,dan pengiriman nya sangat lambat",__label__1,"__label__1 Banyak barang yang tidak sesuai dengan deskripsi,dan pengiriman nya sangat lambat"
"Kirain beneran gratis ongkir,, eh tau nya bayar,, jd malas dah belanja di shoppe 🤣🤣🤣🤣🤣",__label__1,"__label__1 Kirain beneran gratis ongkir,, eh tau nya bayar,, jd malas dah belanja di shoppe 🤣🤣🤣🤣🤣"
kenapa kurir hanya ada anteraja yang jasa kirim nya jelek tidak ada pilihan lain hapus kurir anteraja,__label__1,__label__1 kenapa kurir hanya ada anteraja yang jasa kirim nya jelek tidak ada pilihan lain hapus kurir anteraja
Udh Engga sanggup Lgi yabbersaing sama GO-JEK Grab Food nya 😆 Voucher nya + turun aja. Potongan penjual Di naikin terus. 😄,__label__1,__label__1 Udh Engga sanggup Lgi yabbersaing sama GO-JEK Grab Food nya 😆 Voucher nya + turun aja. Potongan penjual Di naikin terus. 😄
aplikasi gj saya sdh meminta pembatalan malah ga bs gimn si? trus mana lama lagi sampe nya Ampe kiamat blm sampe 😑,__label__1,__label__1 aplikasi gj saya sdh meminta pembatalan malah ga bs gimn si? trus mana lama lagi sampe nya Ampe kiamat blm sampe 😑
"Kenapa aplikasi saya gak bisa diupdate ya, tolong jelaskan!",__label__1,"__label__1 Kenapa aplikasi saya gak bisa diupdate ya, tolong jelaskan!"
"Makin parah shoppe loading lemot nyari barang gak ada juga, payahh mending lazada sekarang dah setiap nyari di shoppe ""HASIL TIDAK COCOK"" begitu teruss",__label__1,"__label__1 Makin parah shoppe loading lemot nyari barang gak ada juga, payahh mending lazada sekarang dah setiap nyari di shoppe ""HASIL TIDAK COCOK"" begitu teruss"
Mau aktifin Shpaylater masa gabisa.Malah di suruh coba lagi bulan depan? ngakak sii wkwkwk keknya emng gadibolehin ngeriba 😂😂,__label__1,__label__1 Mau aktifin Shpaylater masa gabisa.Malah di suruh coba lagi bulan depan? ngakak sii wkwkwk keknya emng gadibolehin ngeriba 😂😂
"Shopee sekarang pelit bgt ya, ongkir cmn potongan 20k diluar jawa padahal harga ongkirnya >40k Masa mau beli kaos kaki aja mahalan ongkir hiks",__label__1,"__label__1 Shopee sekarang pelit bgt ya, ongkir cmn potongan 20k diluar jawa padahal harga ongkirnya >40k Masa mau beli kaos kaki aja mahalan ongkir hiks"
Tolong donk di perbaiki lagi kenapa akun Shopee saya tidak bisa sist COD 🙏🙏,__label__1,__label__1 Tolong donk di perbaiki lagi kenapa akun Shopee saya tidak bisa sist COD 🙏🙏
"Shopeelater nya kenapa sekarang tambah besar bunganya,dulu beli sekarang bayar nanti tidak kena bunga.sekarang gilaa mahaal bangett.",__label__1,"__label__1 Shopeelater nya kenapa sekarang tambah besar bunganya,dulu beli sekarang bayar nanti tidak kena bunga.sekarang gilaa mahaal bangett."
"Mohon itikad baiknya, saya bayar tagihan indihome pake shopeepay tp dilihat ke apk myindihome belum terbayar padahal di shopee sudah terpotong saldonya",__label__1,"__label__1 Mohon itikad baiknya, saya bayar tagihan indihome pake shopeepay tp dilihat ke apk myindihome belum terbayar padahal di shopee sudah terpotong saldonya"
"Mohon kepada admin sopee Agar kurir nya agak sehat ,karna di daerah ku kurir nya pada sesat Kottol do hamu",__label__1,"__label__1 Mohon kepada admin sopee Agar kurir nya agak sehat ,karna di daerah ku kurir nya pada sesat Kottol do hamu"
Disuruh update mulu. Shopee lama2 kayak bangke (bank keliling) / rentenir ya. Pake ada ngutangin duit segala,__label__1,__label__1 Disuruh update mulu. Shopee lama2 kayak bangke (bank keliling) / rentenir ya. Pake ada ngutangin duit segala
"Beda dari yang dulu, semoga lebih ..................hmm😊",__label__1,"__label__1 Beda dari yang dulu, semoga lebih ..................hmm😊"
Shopee sekarang payah. Udah di update masih juga lemot.,__label__1,__label__1 Shopee sekarang payah. Udah di update masih juga lemot.
"Lemot.harus nunggu lama,enggak kaya aplikasi jual beli yg itu cepet",__label__1,"__label__1 Lemot.harus nunggu lama,enggak kaya aplikasi jual beli yg itu cepet"
"Cocok beli, kalau g sesuai, langsung kapok,,,GT aja kok repott",__label__1,"__label__1 Cocok beli, kalau g sesuai, langsung kapok,,,GT aja kok repott"
"Lambat! Mau bayar pesanan pakai shopeepay aja lambat banget, gak bisa bisa",__label__1,"__label__1 Lambat! Mau bayar pesanan pakai shopeepay aja lambat banget, gak bisa bisa"
Maaf saya barusan di tlfn mengatas namakan Shopee katanya saya dapat undian 2jt tolong Responnya Kok bisa ya,__label__1,__label__1 Maaf saya barusan di tlfn mengatas namakan Shopee katanya saya dapat undian 2jt tolong Responnya Kok bisa ya
Nagjuin paylater SUDAH 40X DI TOLAK . LALU PIHAK SHOPE BUAT APA NGADAIN PAYLATER .GUNANYA BUAT APA BELANJA  DI SHOPE. KECEWA,__label__1,__label__1 Nagjuin paylater SUDAH 40X DI TOLAK . LALU PIHAK SHOPE BUAT APA NGADAIN PAYLATER .GUNANYA BUAT APA BELANJA  DI SHOPE. KECEWA
"seller bodong banyak, bikin saldo shopey pay gk bisa di tarik, verifikasi gagal trus padahal saya narik dana sya aja gk kredit",__label__1,"__label__1 seller bodong banyak, bikin saldo shopey pay gk bisa di tarik, verifikasi gagal trus padahal saya narik dana sya aja gk kredit"
Aplikasi tidak berguna apa2 mahal. Beli barang 50ribu Ongkir nya 60ribu kecewa banget,__label__1,__label__1 Aplikasi tidak berguna apa2 mahal. Beli barang 50ribu Ongkir nya 60ribu kecewa banget
shopee mkin hari makin jelek,__label__1,__label__1 shopee mkin hari makin jelek
Lelet parah. Speed internet saya 30mbps masa lambat. Tokopedia aman aman aja,__label__1,__label__1 Lelet parah. Speed internet saya 30mbps masa lambat. Tokopedia aman aman aja
"Aneh padahal kode Verifikasi dah bener masih aja da salah, kocak bener",__label__1,"__label__1 Aneh padahal kode Verifikasi dah bener masih aja da salah, kocak bener"
Saran aja dulu isi shoppe pay nggak harus masih sisa di wallet shopee pay nya tapi sekarang harus nyisa 100 rb. Bener2 nyusahin pengguna,__label__1,__label__1 Saran aja dulu isi shoppe pay nggak harus masih sisa di wallet shopee pay nya tapi sekarang harus nyisa 100 rb. Bener2 nyusahin pengguna
tolong dibantu shoppepaylatter dan shoppe pinjamku lagi ya masih belum bisa,__label__1,__label__1 tolong dibantu shoppepaylatter dan shoppe pinjamku lagi ya masih belum bisa
saya uninstal apk shopee sekarang gak enak apalagi gratis ongkir pake minimal segala.. makin rame apk shopee makin mahal gak nyaman,__label__1,__label__1 saya uninstal apk shopee sekarang gak enak apalagi gratis ongkir pake minimal segala.. makin rame apk shopee makin mahal gak nyaman
Makin lama kenapa app nya makin lemot ya. Pdhl sinyal lancar2 aja,__label__1,__label__1 Makin lama kenapa app nya makin lemot ya. Pdhl sinyal lancar2 aja
Terlalu sering pembaruan,__label__1,__label__1 Terlalu sering pembaruan
Makin kesini makin rusak,__label__1,__label__1 Makin kesini makin rusak
susah di update sekarang,__label__1,__label__1 susah di update sekarang
Makin kesini makin mahal,__label__1,__label__1 Makin kesini makin mahal
Keterlaluan aplikasi ini,__label__1,__label__1 Keterlaluan aplikasi ini
"shopepay tidak bisa di gunakan, bagaimana ini hah ???!!!",__label__1,"__label__1 shopepay tidak bisa di gunakan, bagaimana ini hah ???!!!"
"makin sini makin lemot, buka keranjang aja lama bener deh. lama² uninstall jg ni apk",__label__1,"__label__1 makin sini makin lemot, buka keranjang aja lama bener deh. lama² uninstall jg ni apk"
"mohon pas 10.10 , 11.11 , 12,12 flash shale nya pada pake bot jadi auto beli tolong pihak shopee ban bot nya 🙏🙏🙏",__label__1,"__label__1 mohon pas 10.10 , 11.11 , 12,12 flash shale nya pada pake bot jadi auto beli tolong pihak shopee ban bot nya 🙏🙏🙏"
Aplikasi terlalu berat padahal WiFi dan spek hp saya cukup tinggi,__label__1,__label__1 Aplikasi terlalu berat padahal WiFi dan spek hp saya cukup tinggi
pihak JNT g jelas ngirimnya... putus saja kerja samanya,__label__1,__label__1 pihak JNT g jelas ngirimnya... putus saja kerja samanya
Kok shopeepay saya melakukan transaksi sendiri dan berkurang?,__label__1,__label__1 Kok shopeepay saya melakukan transaksi sendiri dan berkurang?
Nyusahin ganti mode pembayaran padahal uang pas pas an malah gak bisa ganti mode pembayaran,__label__1,__label__1 Nyusahin ganti mode pembayaran padahal uang pas pas an malah gak bisa ganti mode pembayaran
terlalu banyak makan baterai dan kuota padahal tidak di buka atau digunakan.,__label__1,__label__1 terlalu banyak makan baterai dan kuota padahal tidak di buka atau digunakan.
"Loading terlalu lama, tidak memprioritaskan apa yg seharusnya di load duluan",__label__1,"__label__1 Loading terlalu lama, tidak memprioritaskan apa yg seharusnya di load duluan"
Kenapa akun saya baru bikin langsung dihapus tanpa alesan yg jelas mana barangnya udh mau dichekout emng gajelas shopee,__label__1,__label__1 Kenapa akun saya baru bikin langsung dihapus tanpa alesan yg jelas mana barangnya udh mau dichekout emng gajelas shopee
"Sangat amat buruk,pengiriman paket sangat amat lama skali saya sangat kecewa",__label__1,"__label__1 Sangat amat buruk,pengiriman paket sangat amat lama skali saya sangat kecewa"
"Shopee kenapa sekarang jadi gini, udah ga kayak dulu lagi 🥲",__label__1,"__label__1 Shopee kenapa sekarang jadi gini, udah ga kayak dulu lagi 🥲"
"Kenapa sekarang ngga bisa dapet gratis ongkir, makin sini makin aneh nih apk",__label__1,"__label__1 Kenapa sekarang ngga bisa dapet gratis ongkir, makin sini makin aneh nih apk"
"Shopeepay ribet banget, masa harus nunggh sampai 7 hari buat penarikan dana,",__label__1,"__label__1 Shopeepay ribet banget, masa harus nunggh sampai 7 hari buat penarikan dana,"
"Punya saldo shopee pay ,,tapi di saat urgent mau beli pulsa aja ga bisa dipake",__label__1,"__label__1 Punya saldo shopee pay ,,tapi di saat urgent mau beli pulsa aja ga bisa dipake"
lama banget instal nya udah pake wifi jaringan wifi nya juga bgs tadi juga sempet ilang,__label__1,__label__1 lama banget instal nya udah pake wifi jaringan wifi nya juga bgs tadi juga sempet ilang
"Aplikasi lambat, update terus, Ui lemot. Beda sama TOKOPED!A",__label__1,"__label__1 Aplikasi lambat, update terus, Ui lemot. Beda sama TOKOPED!A"
"Ga bisa login min. Perbaiki dong, soalnya shopeepay gw disitu.",__label__1,"__label__1 Ga bisa login min. Perbaiki dong, soalnya shopeepay gw disitu."
Tiga hari sekali selalu diperbarui dan kalo ga di perbarui selalu lemot!!,__label__1,__label__1 Tiga hari sekali selalu diperbarui dan kalo ga di perbarui selalu lemot!!
kenapa ga bisa ganti nama di Rezeki Nama Shopee yg diadakan tiap minggu??,__label__1,__label__1 kenapa ga bisa ganti nama di Rezeki Nama Shopee yg diadakan tiap minggu??
"ak kena tipu bangg,penipu nya mengatas namakan shopee,kta penipu nya ak menang undian 12.12 trus tu ak di suruh ngirim kode otp dan saldo ku ketarik",__label__1,"__label__1 ak kena tipu bangg,penipu nya mengatas namakan shopee,kta penipu nya ak menang undian 12.12 trus tu ak di suruh ngirim kode otp dan saldo ku ketarik"
gk cocok dapat bintang 5..cukup 1 aja wd ke bank nunggu lama proses terus jd guna lama2 soppe pentingin dulu member klo mau dpt bintang 5 soppe👎👎👎👎👎👎👎,__label__1,__label__1 gk cocok dapat bintang 5..cukup 1 aja wd ke bank nunggu lama proses terus jd guna lama2 soppe pentingin dulu member klo mau dpt bintang 5 soppe👎👎👎👎👎👎👎
"shopee sekarang mah pelit ngga kayak dulu lagi, mana ongkir mahal lg, dahlah pindah ke BUKALAPAK aja",__label__1,"__label__1 shopee sekarang mah pelit ngga kayak dulu lagi, mana ongkir mahal lg, dahlah pindah ke BUKALAPAK aja"
pengiriman lama banget dah gak jelas semoga hari hari mu menderita,__label__1,__label__1 pengiriman lama banget dah gak jelas semoga hari hari mu menderita
"kok makin kesini makin susah, cuma mau buka profil aja gak muncul muncul,",__label__1,"__label__1 kok makin kesini makin susah, cuma mau buka profil aja gak muncul muncul,"
"Gratis ongkir cod ga bisa dipake, pdhal udh beli ttp ga bisa!!",__label__1,"__label__1 Gratis ongkir cod ga bisa dipake, pdhal udh beli ttp ga bisa!!"
Sangat lambat 🐌 kayak bekicot,__label__1,__label__1 Sangat lambat 🐌 kayak bekicot
"Eror. Force close terus. Baru juga searching, langsung ketutup",__label__1,"__label__1 Eror. Force close terus. Baru juga searching, langsung ketutup"
Aneh saya ingin mengajukan paylater gagal terus udah berkali2 padahal udah diisi dengan bnar,__label__1,__label__1 Aneh saya ingin mengajukan paylater gagal terus udah berkali2 padahal udah diisi dengan bnar
"Size gede,aplikasi lemot,loading lama dan akhir2 ini sering close sendiri",__label__1,"__label__1 Size gede,aplikasi lemot,loading lama dan akhir2 ini sering close sendiri"
SHOPEE KEBANYAKAN MASALAH... ADA VOUCHER TP GK BISA DIPAKE..NGAPAIN KASIH VOUCHER?? APLIKASI B*D*H,__label__1,__label__1 SHOPEE KEBANYAKAN MASALAH... ADA VOUCHER TP GK BISA DIPAKE..NGAPAIN KASIH VOUCHER?? APLIKASI B*D*H
Pengiriman barang sangat lama. Chat sama agen shopee pun mengecewakan .,__label__1,__label__1 Pengiriman barang sangat lama. Chat sama agen shopee pun mengecewakan .
perbaiki sistem shopipay saat menggunakan gratis ongkir dengan uang pas malah tidak bisa,__label__1,__label__1 perbaiki sistem shopipay saat menggunakan gratis ongkir dengan uang pas malah tidak bisa
"shopee jelek amat apps nya,loading mulu ,tolong di perbaiki servernya biar g loading",__label__1,"__label__1 shopee jelek amat apps nya,loading mulu ,tolong di perbaiki servernya biar g loading"
Saya sering kesulitan dalam melakukan pembayaran menggunakan kartu debit,__label__1,__label__1 Saya sering kesulitan dalam melakukan pembayaran menggunakan kartu debit
Aplikasi shopee di hpku Harus update tiap bulan Kalau nggak update tetap promo bulan 12 12 Udah gtu update nya susah bnget,__label__1,__label__1 Aplikasi shopee di hpku Harus update tiap bulan Kalau nggak update tetap promo bulan 12 12 Udah gtu update nya susah bnget
Ongkir nya mahal bngt. ..,__label__1,__label__1 Ongkir nya mahal bngt. ..
Apasih gk bisa di update,__label__1,__label__1 Apasih gk bisa di update
"Apk buriq, sering minta update",__label__1,"__label__1 Apk buriq, sering minta update"
Makin ke sini makin berat kebanyakan tambahan fitur jadi aneh,__label__1,__label__1 Makin ke sini makin berat kebanyakan tambahan fitur jadi aneh
Udah beda Shopee ngga kaya kemaren banyak cashback,__label__1,__label__1 Udah beda Shopee ngga kaya kemaren banyak cashback
"Maaf nurunin bintang, makin kesini makin lemot,, keseringan error..",__label__1,"__label__1 Maaf nurunin bintang, makin kesini makin lemot,, keseringan error.."
knpa kok tiap masuk shoppe slalu lelet koneksinya lemot padahal sinyal 4G  tiap pas pilih barang cekout lama loading nya gk langsung pas klik barang lasung ada bkn dri sinyal hpnya tpi aplikasinya yg jelek ini mh,__label__1,__label__1 knpa kok tiap masuk shoppe slalu lelet koneksinya lemot padahal sinyal 4G  tiap pas pilih barang cekout lama loading nya gk langsung pas klik barang lasung ada bkn dri sinyal hpnya tpi aplikasinya yg jelek ini mh
"apalah akun ilang terus udah sering bkin akun,tetep aja tiba tiba ilang log out sendiri",__label__1,"__label__1 apalah akun ilang terus udah sering bkin akun,tetep aja tiba tiba ilang log out sendiri"
"Eror mulu aplikasinya mau mesen shope food Gagal check out (K06) Udah topup shopeepay malah gak bisa order, KECEWA!",__label__1,"__label__1 Eror mulu aplikasinya mau mesen shope food Gagal check out (K06) Udah topup shopeepay malah gak bisa order, KECEWA!"
"Shopee parah ni sekarang isi saldo shopee pay tapi ga masuk"" info cs juga hanya itu yang di balas kecewa si",__label__1,"__label__1 Shopee parah ni sekarang isi saldo shopee pay tapi ga masuk"" info cs juga hanya itu yang di balas kecewa si"
Hha ga ada guna nya aplikaasi lemot burik wkk ongkir mahal pertama mau belanja katanya gratis ongkir wkwkk nipu tapi tetep harus bayar ongkir mahal mahal harga satu setel baju wkk najis lagi dgn ketipu iklan nya lemot lagi wkk🤦‍♀️ uninstal lagi deh bay,__label__1,__label__1 Hha ga ada guna nya aplikaasi lemot burik wkk ongkir mahal pertama mau belanja katanya gratis ongkir wkwkk nipu tapi tetep harus bayar ongkir mahal mahal harga satu setel baju wkk najis lagi dgn ketipu iklan nya lemot lagi wkk🤦‍♀️ uninstal lagi deh bay
"Aplikasi sering ngelag, iklan nya gak ngotak. Jangan download aplikasi ini",__label__1,"__label__1 Aplikasi sering ngelag, iklan nya gak ngotak. Jangan download aplikasi ini"
Kita laporkan saja kepada pihak yang berwajib agar di usut sekalian biar di TUTUP,__label__1,__label__1 Kita laporkan saja kepada pihak yang berwajib agar di usut sekalian biar di TUTUP
