reviews,label,review,,
"Bagus bgtt banyak barang yang aku sukaa dan juga harga nya murah2,  terus banyak voucher gratis ongkir nyaa.  Mantapp 😍👍",__label__5,"__label__5 Bagus bgtt banyak barang yang aku sukaa dan juga harga nya murah2,  terus banyak voucher gratis ongkir nyaa.  Mantapp 😍👍",,
Bagus sih cuma saya belum di acc terus masalah shopee paylater.  kenapa ya apa emang ga percaya sama saya pihak shopee,__label__5,__label__5 Bagus sih cuma saya belum di acc terus masalah shopee paylater.  kenapa ya apa emang ga percaya sama saya pihak shopee,,
Memudahkan saya untuk berbelanja online dan memudahkan saya untuk berjualan online selaku saya juga pelaku UMKM kecil,__label__5,__label__5 Memudahkan saya untuk berbelanja online dan memudahkan saya untuk berjualan online selaku saya juga pelaku UMKM kecil,,
Kualitas oke.  kurir ramah pertahankan bs cod sangat membantu untuk saya ibu rmh tangga yg gak suka   keluar rmh 👍👍,__label__5,__label__5 Kualitas oke.  kurir ramah pertahankan bs cod sangat membantu untuk saya ibu rmh tangga yg gak suka   keluar rmh 👍👍,,
"Bagus banget,  membuat kita lebih mudah dalam menemukan barang. dan membuat kita lebih aman dalam berbelanja",__label__5,"__label__5 Bagus banget,  membuat kita lebih mudah dalam menemukan barang. dan membuat kita lebih aman dalam berbelanja",,
Saya sangat suka belanja di shopee harganya murah dan kualitas barangnya bagus dan saya sangat suka belanja di shopee,__label__5,__label__5 Saya sangat suka belanja di shopee harganya murah dan kualitas barangnya bagus dan saya sangat suka belanja di shopee,,
Barangnya bagus sesuai sama harganya,__label__5,__label__5 Barangnya bagus sesuai sama harganya,,
Membuat belanja tdk   & lebih mudah,__label__5,__label__5 Membuat belanja tdk   & lebih mudah,,
Lebih mudah beli barang mantap !!,__label__5,__label__5 Lebih mudah beli barang mantap !!,,
"Shoopy selalu ok pokoknya,  kurirnya baik juga",__label__5,"__label__5 Shoopy selalu ok pokoknya,  kurirnya baik juga",,
Mantap.  Semoga selalu amanah. ,__label__5,__label__5 Mantap.  Semoga selalu amanah. ,,
"Barangnya sesuai gambar,  mantap. ",__label__5,"__label__5 Barangnya sesuai gambar,  mantap. ",,
"Sangat membantu bangett, ,  barang barang yg kita mau gampang d cari, ,  harga pun bisa lbh murah dari harga pasar😁😁😁 makasih shopee, ,  lope lope pokokna❤❤❤❤",__label__5,"__label__5 Sangat membantu bangett, ,  barang barang yg kita mau gampang d cari, ,  harga pun bisa lbh murah dari harga pasar😁😁😁 makasih shopee, ,  lope lope pokokna❤❤❤❤",,
Aplikasi shopee luar biasa baguss aku suka,__label__5,__label__5 Aplikasi shopee luar biasa baguss aku suka,,
Belanja di shopee sangat puas sekali,__label__5,__label__5 Belanja di shopee sangat puas sekali,,
Suka banget soalnya bisa COD juga lo,__label__5,__label__5 Suka banget soalnya bisa COD juga lo,,
Sangat menyukai belanja secara cepat,__label__5,__label__5 Sangat menyukai belanja secara cepat,,
Baguss.  Tapi game nya lemot,__label__5,__label__5 Baguss.  Tapi game nya lemot,,
"Suka banget belanja di Shopee.  Proses cepat,  barangnya juga sesuai ekspetasi.  #suka pokoknya",__label__5,"__label__5 Suka banget belanja di Shopee.  Proses cepat,  barangnya juga sesuai ekspetasi.  #suka pokoknya",,
"Bintang 5 aja, , ,  Suka belanja di sini,  walaupun pernah salah kirim.  Tapi ga  , , ",__label__5,"__label__5 Bintang 5 aja, , ,  Suka belanja di sini,  walaupun pernah salah kirim.  Tapi ga  , , ",,
"hai shopee,  kenapa ya saya tidak bisa login ke akun shopee saya,  disana ada uang shopepay mohon bantuanya🙏🏼",__label__5,"__label__5 hai shopee,  kenapa ya saya tidak bisa login ke akun shopee saya,  disana ada uang shopepay mohon bantuanya🙏🏼",,
"Terimakasih banyak shopee,  telah memberiku segala kebutuhanku.  sekali lagi terimakasih shopee atau Shopeepayleter nya",__label__5,"__label__5 Terimakasih banyak shopee,  telah memberiku segala kebutuhanku.  sekali lagi terimakasih shopee atau Shopeepayleter nya",,
"menurut ku ini cocok buat orang yg pengen belanja tp mager keluar,  belakangan ini shopee sangat membantu. ",__label__5,"__label__5 menurut ku ini cocok buat orang yg pengen belanja tp mager keluar,  belakangan ini shopee sangat membantu. ",,
Sangat membantu saya unt belanja bahan dagangan jd ga perlu repot keluar rmh. semua serba ada dshopee. ,__label__5,__label__5 Sangat membantu saya unt belanja bahan dagangan jd ga perlu repot keluar rmh. semua serba ada dshopee. ,,
"Saya suka banget shopee,  di antara app belanja online hanya shopee yang cocok dengan saya.  Makasih SHOPEE",__label__5,"__label__5 Saya suka banget shopee,  di antara app belanja online hanya shopee yang cocok dengan saya.  Makasih SHOPEE",,
"Sangat mempermudah saya dimanapun saya berada, gak perlu repot keluar lagi tuk belanja cukup di rumah aja. ",__label__5,"__label__5 Sangat mempermudah saya dimanapun saya berada, gak perlu repot keluar lagi tuk belanja cukup di rumah aja. ",,
"Memudahkan mencari atau membeli barang,  harganya relatif lebih murah dibandingkan belanja langsung/offline",__label__5,"__label__5 Memudahkan mencari atau membeli barang,  harganya relatif lebih murah dibandingkan belanja langsung/offline",,
"Senang sekali dengan aplikasi ini,  hampir tiap minggu belanja online di aplikasi shopee.  Thank you shopee🙏🙏",__label__5,"__label__5 Senang sekali dengan aplikasi ini,  hampir tiap minggu belanja online di aplikasi shopee.  Thank you shopee🙏🙏",,
Sobat Shopee.  Aku Sudah Download. ,__label__5,__label__5 Sobat Shopee.  Aku Sudah Download. ,,
Mantab. sangat bermanfaat. sip,__label__5,__label__5 Mantab. sangat bermanfaat. sip,,
"Saya puas menggunakan aplikasi ini, dan belanja di shoopee, , semua kurir yang mengantar pesanan cukup ramah",__label__5,"__label__5 Saya puas menggunakan aplikasi ini, dan belanja di shoopee, , semua kurir yang mengantar pesanan cukup ramah",,
"Barang bagus sesuai dengan harganya,  pelayanan cepat dan kulir nya ramah sopan santun, ok banget shope , ",__label__5,"__label__5 Barang bagus sesuai dengan harganya,  pelayanan cepat dan kulir nya ramah sopan santun, ok banget shope , ",,
Belanja d shoppe barang y selalu relpick ok pokok nya gk bikin ,__label__5,__label__5 Belanja d shoppe barang y selalu relpick ok pokok nya gk bikin ,,
"Barang"", ,  di Shopee di jamin tidak  , , , ,  tidak kayak di toko sebelah, , , ",__label__5,"__label__5 Barang"", ,  di Shopee di jamin tidak  , , , ,  tidak kayak di toko sebelah, , , ",,
"TERIMAKASIH .  SUDAH PESAN DUA KALI INI .  MURAH ,  CEPAT ,  DAN SANGAT MEMBANTU .  😊😊😊",__label__5,"__label__5 TERIMAKASIH .  SUDAH PESAN DUA KALI INI .  MURAH ,  CEPAT ,  DAN SANGAT MEMBANTU .  😊😊😊",,
Sangat bagus kurir nya kalem barang bagus dan tidak pernah nyesel klw beli di shoppy maksih shoppy untuk barang nya good job.  👍👍👍,__label__5,__label__5 Sangat bagus kurir nya kalem barang bagus dan tidak pernah nyesel klw beli di shoppy maksih shoppy untuk barang nya good job.  👍👍👍,,
Sangat membantu dan lebih terpercaya,__label__5,__label__5 Sangat membantu dan lebih terpercaya,,
"Alhamdulillah potongan kaca merk japan TC90 bisa d pakai,  kemasannya bagus jg kualitas nya, , ,  mantap",__label__5,"__label__5 Alhamdulillah potongan kaca merk japan TC90 bisa d pakai,  kemasannya bagus jg kualitas nya, , ,  mantap",,
"Aplikasi bagus,  tidak pernah error dan harga murah serta free ongkir terbaik dibandingkan dengan yang lain. ",__label__5,"__label__5 Aplikasi bagus,  tidak pernah error dan harga murah serta free ongkir terbaik dibandingkan dengan yang lain. ",,
Tidak menyesal download aplikasi ini,__label__5,__label__5 Tidak menyesal download aplikasi ini,,
"Barangnya bagus sesuai pesanan, , , kurirnya juga ramah, , sukses trus shopee",__label__5,"__label__5 Barangnya bagus sesuai pesanan, , , kurirnya juga ramah, , sukses trus shopee",,
Belanja online di shope sangat bagus,__label__5,__label__5 Belanja online di shope sangat bagus,,
Mantab belanja cepat dan berkualitas,__label__5,__label__5 Mantab belanja cepat dan berkualitas,,
"Jangan Adain shope capit angpao kalo susah di dapetin nya, cuma buang koin doang",__label__5,"__label__5 Jangan Adain shope capit angpao kalo susah di dapetin nya, cuma buang koin doang",,
Belanja di shopisy sngt sk blnj di shopee. brng yg dl sk sy pake ssh cr di tk trs mkn wakt lg eeh di shopee ternyata semua adaa menyenangkan.  Aman mudh terpercayaa . amanah pilihan ngk perlu repot tgl klik . nyampe deh,__label__5,__label__5 Belanja di shopisy sngt sk blnj di shopee. brng yg dl sk sy pake ssh cr di tk trs mkn wakt lg eeh di shopee ternyata semua adaa menyenangkan.  Aman mudh terpercayaa . amanah pilihan ngk perlu repot tgl klik . nyampe deh,,
"Saya suka sekali dengan aplikasi SHOPEE,  karna selalu membagikan promo besar-besaran,  terima kasih Shopee 🤗😊😍🥰😘",__label__5,"__label__5 Saya suka sekali dengan aplikasi SHOPEE,  karna selalu membagikan promo besar-besaran,  terima kasih Shopee 🤗😊😍🥰😘",,
"Sering belanja di shopee, dari payment COD, TF bank, sampai shopeepay ditambah lagi sekarang suka bgt beli makananan di shopee food.  Iseng ajuin shopeepaylater di acc 5jt lebih gak sampai 2 menit.  Skrg malah naik jadi shopeepay plus dengan sendirinya tanpa verif",__label__5,"__label__5 Sering belanja di shopee, dari payment COD, TF bank, sampai shopeepay ditambah lagi sekarang suka bgt beli makananan di shopee food.  Iseng ajuin shopeepaylater di acc 5jt lebih gak sampai 2 menit.  Skrg malah naik jadi shopeepay plus dengan sendirinya tanpa verif",,
Bagus banget kualites nya juga bagus,__label__5,__label__5 Bagus banget kualites nya juga bagus,,
Senang kalilah belanja di Shopie.  Mudah dan banyak discount,__label__5,__label__5 Senang kalilah belanja di Shopie.  Mudah dan banyak discount,,
Alhamdulillah sangat membantu dalam kehidupan sehari-hari,__label__5,__label__5 Alhamdulillah sangat membantu dalam kehidupan sehari-hari,,
Mantap aplikasi yang sangat membantu,__label__5,__label__5 Mantap aplikasi yang sangat membantu,,
Terimakasih Shoppe .  Karena mu Aku bisa punya Toko .  Sukses selalu untuk kita semua . !!,__label__5,__label__5 Terimakasih Shoppe .  Karena mu Aku bisa punya Toko .  Sukses selalu untuk kita semua . !!,,
"Alhamdulillah. hingga saat ini blm pernah di kan,  apalagi dirugikan.  Good job shopee",__label__5,"__label__5 Alhamdulillah. hingga saat ini blm pernah di kan,  apalagi dirugikan.  Good job shopee",,
Alhamdulillah.  Dngan Ada nya Shopee.  Blanja jadi mkin gampang. ,__label__5,__label__5 Alhamdulillah.  Dngan Ada nya Shopee.  Blanja jadi mkin gampang. ,,
"Sering"" gratis ongkir ya. membantu juga buat pedagang kecil. terimakasih",__label__5,"__label__5 Sering"" gratis ongkir ya. membantu juga buat pedagang kecil. terimakasih",,
mantap .  ongkir y murah gaeratis y bnyak .  kurir y cepet .  ko bisa jasa expedisi y tambhin biar lengkap,__label__5,__label__5 mantap .  ongkir y murah gaeratis y bnyak .  kurir y cepet .  ko bisa jasa expedisi y tambhin biar lengkap,,
"Untuk pihak shopee Terima kasih atas pengembalian dana nya, semoga pihak shopee makin ke depan lebih baik lagi🙏🙏🙏🙏",__label__5,"__label__5 Untuk pihak shopee Terima kasih atas pengembalian dana nya, semoga pihak shopee makin ke depan lebih baik lagi🙏🙏🙏🙏",,
"Shopee membantu saya untuk lebih mudah belanja semua keperluan saya, dan layanan juga terjamin, jd no tipu tipu",__label__5,"__label__5 Shopee membantu saya untuk lebih mudah belanja semua keperluan saya, dan layanan juga terjamin, jd no tipu tipu",,
Shopee adalah pilihan belanja online ku.  Sukses & jaya selalu untuk Shopee.  Terima kasih. ,__label__5,__label__5 Shopee adalah pilihan belanja online ku.  Sukses & jaya selalu untuk Shopee.  Terima kasih. ,,
Mantap👍terus kasih diskon soppy supaya kami sebagai kurir lancar terus,__label__5,__label__5 Mantap👍terus kasih diskon soppy supaya kami sebagai kurir lancar terus,,
Ongkirnya ke kota gw mahal banget (´ .  . ̫ .  `) tapi bagus buat pesen barang yg mau di beli,__label__5,__label__5 Ongkirnya ke kota gw mahal banget (´ .  . ̫ .  `) tapi bagus buat pesen barang yg mau di beli,,
Mau belanja apapun kebutuhan semua ada di shoopy kalau untuk pelayanan dari semuanya sangat baik,__label__5,__label__5 Mau belanja apapun kebutuhan semua ada di shoopy kalau untuk pelayanan dari semuanya sangat baik,,
"Belanja dengan murah dan terjangkau,  produk juga bagus Shopee aplikasi yang menyenangkan❤",__label__5,"__label__5 Belanja dengan murah dan terjangkau,  produk juga bagus Shopee aplikasi yang menyenangkan❤",,
Terima kasih shopee kerna sangat membantu dan mempermudah untuk pembelian barang produk. ,__label__5,__label__5 Terima kasih shopee kerna sangat membantu dan mempermudah untuk pembelian barang produk. ,,
"Aplikasi belanja online no 1 di indonesia Gk di ragukan lagi, barang² nya pada murah² bngt dahh. pokonya the best lahh",__label__5,"__label__5 Aplikasi belanja online no 1 di indonesia Gk di ragukan lagi, barang² nya pada murah² bngt dahh. pokonya the best lahh",,
"Shopee untuk berjualan dan pembelian sangat cocok bagi kami, karena diskon nya d utamakan",__label__5,"__label__5 Shopee untuk berjualan dan pembelian sangat cocok bagi kami, karena diskon nya d utamakan",,
"shopee sangat bagus dan tidak   sedikit pun,  terimakasih sudah mengajarkan berbelanja di online❤️",__label__5,"__label__5 shopee sangat bagus dan tidak   sedikit pun,  terimakasih sudah mengajarkan berbelanja di online❤️",,
Aplikasi sangat membantu sekali. ,__label__5,__label__5 Aplikasi sangat membantu sekali. ,,
Shopee. best lah mantaps.  Belanja di shopee bnyak fasiltas ongkirnya dan produk berkualitas harga bersahabat mantaps. sukses selalu shope,__label__5,__label__5 Shopee. best lah mantaps.  Belanja di shopee bnyak fasiltas ongkirnya dan produk berkualitas harga bersahabat mantaps. sukses selalu shope,,
"Shopee oke,  brgnya bagus2 dan mumer,  sip dah pokoknya. ",__label__5,"__label__5 Shopee oke,  brgnya bagus2 dan mumer,  sip dah pokoknya. ",,
"trimakasi ya Mimin enak banget pakek aplikasinya pokoknya debes lah buat saya terimakasih shopee, dan buat kalian ragu ragu untuk download shopee tapi lihat komen bintang 1 download dulu baru berkomen",__label__5,"__label__5 trimakasi ya Mimin enak banget pakek aplikasinya pokoknya debes lah buat saya terimakasih shopee, dan buat kalian ragu ragu untuk download shopee tapi lihat komen bintang 1 download dulu baru berkomen",,
"Pake shopee,  belanja aman,  hati pun tenang.  Harga bersaing.  & Banyak subsidi ongkir ny",__label__5,"__label__5 Pake shopee,  belanja aman,  hati pun tenang.  Harga bersaing.  & Banyak subsidi ongkir ny",,
"Pake shopee udah lama selalu dibuat puas dengan semuanya,  tapi kenapa mau ganti nomor HP di app nya susah banget. ",__label__5,"__label__5 Pake shopee udah lama selalu dibuat puas dengan semuanya,  tapi kenapa mau ganti nomor HP di app nya susah banget. ",,
Tingkatin terus dalam pengiriman supaya nggak lama,__label__5,__label__5 Tingkatin terus dalam pengiriman supaya nggak lama,,
Belanja online aman dan bikin senang,__label__5,__label__5 Belanja online aman dan bikin senang,,
Shopee sangat Mudah Di Gunakan Cepat Transaksi nya. Cs Ramh. reapon Cepat dan Harga Terjangkau lebih Baik. Cocok Banget bagi Ingin usaha di aplikasi ini rekomendasi,__label__5,__label__5 Shopee sangat Mudah Di Gunakan Cepat Transaksi nya. Cs Ramh. reapon Cepat dan Harga Terjangkau lebih Baik. Cocok Banget bagi Ingin usaha di aplikasi ini rekomendasi,,
Tolong dong di kasih fitur cairkan saldo shopeepay tanpa kartu lewat mesin ATM BCA.  Thanks,__label__5,__label__5 Tolong dong di kasih fitur cairkan saldo shopeepay tanpa kartu lewat mesin ATM BCA.  Thanks,,
Kalau pengen barang bisa nyicil. dan barang jarang yg  . sejauh ini puas dgn barang barangnya,__label__5,__label__5 Kalau pengen barang bisa nyicil. dan barang jarang yg  . sejauh ini puas dgn barang barangnya,,
Sering dapat barang murah tapi bagus,__label__5,__label__5 Sering dapat barang murah tapi bagus,,
"Harga terjangkau,  produk komplit,  pengiriman cepat,  pack terjaga. ",__label__5,"__label__5 Harga terjangkau,  produk komplit,  pengiriman cepat,  pack terjaga. ",,
"Sangat puas dengan aplikasi ini,  selama saya memakai aplikasi ini tidak ada kendala sama sekali",__label__5,"__label__5 Sangat puas dengan aplikasi ini,  selama saya memakai aplikasi ini tidak ada kendala sama sekali",,
Banyak barang barang yang ngga ngecewain yang penting lebih pinter dan teliti dalam memilih :),__label__5,__label__5 Banyak barang barang yang ngga ngecewain yang penting lebih pinter dan teliti dalam memilih :),,
