reviews,label
"Jujur ya  ,   suka bgt belanja di shopee tapi kenapa udah hampir setahun akunnya nggak bisa di pake buat belanja / chek out  ,   tiap beli barang  &  masukin voucher mesti tiba² ng - scroll ke atas sendiri.    Mau bayar belanja COD / shopeepay sama aja  ,   gk bisa di bagian pembayaran.    Tp anehnya kalo belanja makanan bisa / lancar 😭😭 pernah chat / laporan kepihak shopee jugha gc bisa.   .    Jadi tiap top up mau belanja gk bisa² ,   akhirnya ya cuma buat beli shopeefood doang.    Tolong dong ,   kasih solusinya buat akun saya .   ",__label__3
"aplikasinya of course bagus ,   tapi akhir - akhir ini SERING banget lemot ,   buka aplikasinya susah banget buat scroll dengan damai.   .   .    kaya suka berhenti sendiri  &  berjalan dengan lambaatt banget ,   makenya jadi ribet ,   sedih",__label__3
Semua menjadi mudah,__label__3
Syuka apliksi nya Blanjaa engga perlu panas2 Duduk manis tekan2 uda nunggu sampai pesanna,__label__3
Rada berat sering lag,__label__3
Sungguh tidak sopan,__label__3
Gratis ongkirnya mulai sedikit skrg ga kaya dlu huft,__label__3
knpa member sya jd turunn .   menyebalkan,__label__3
ingin di coba dulu,__label__3
"Aplikasi yg hebat dlm urusan SALE ,   discount besar selalu habis terjual dlm 1menit padahal belum 30detik inimah kecepatannya melebihi cahaya ,   hebat !  dan yg lebih sering tidak bisa diklik ,   begitu harga sudah normal jadi lancar tanpa loading.   .   .   ",__label__3
Lola keseringan minta updating aplikasi 😓,__label__3
Coba 3 bintang dulu,__label__3
Kadang sesuai kadang tdk,__label__3
"Sering kejadian ,   mau bayar.   .   .    Diklik bayar ,   kodenya ngga tampil.   .   .    Ini sebabnya jadi sering gagal transaksi.   .    cobalah sistemnya diperbaiki.   .   .    Sekarang masalahnya nambah.   .    suka susah klik konten / lama keluarnya ,   buka keranjang ,   atau sekedar kembali.   .    padahal cache sdah dibersihkan.   .    toko sebelah lbih baik.   .   .    Mohon diperbaiki.   .    jadi sering lari ke toko sebelah.   .   .   ",__label__3
"Voucher gratis ongkir gak bisa di pake ,   males bngt.    Harus pake shopee pay ,   tulisanny doang bisa COD &  paylater tp tetep gk bisa kepake.    Kmren2 bisa knapa skrg enggak  ?  Tolong dong di balikin kaya kmren jdi gak ribet harus ngisi shopeepay dulu",__label__3
Aplikasikan 1 dqjejsbqd1,__label__3
"Kenapa ya akun saya tidak Ada penawaran spinjam padahal itu cukup membantu saya.    Dan kenapa limit saya tidak naik "" .    Padahal transaksi spylatter saya cukup besar nominalnya Dan selalu bayar tepat waktu tiap bulannya",__label__3
Kenapa akun ku gak bisa login  ?  Kemarin emang saya belanja versi cod.    Tapi yang datang cuma kardus kosong .    Sama kurirnya disuruh balikin aja.    Karena emang cuma kardus dilipat2 .    Apa karena itu akun ku gagal login.    kan yang salah pengirimnya.    Mohon bantuannya pihak shopee.   ,__label__3
Kekurangannya tidak bisa membeli vape dihandphone,__label__3
"Saya mau bayar cicilan Spay later malah ditinjau akun saya ,   dari kemarin saya udah di telpon oleh pihak shopee untuk segera melakukan pembayaran ,   tolong dong ,   saya udah ajukan pengembalian akun ,   sebelumnya saya gatau kalo ada batas waktu nya untuk pengajuan tsb ,   dan baru tau sehari setelah batas waktu ,   saya mau bayar ,  .   cape di telpon terus.    dengan data akun spay later ktp a / n Fazhril Perdana Putra",__label__3
"Knp pas mau download tulisanya tertunda terus ,   padahal jaringan sya bagus ,   paketan masih banyak ,   memori hp jga masih blm penuh tapi sdh di download berkali kali tetap tulisanya tertunda ,   apa kendalanya di hp sya atau bagaimana ? ",__label__3
"Mohon untuk tim ekspedisinya kl membawa barang lebih hati² sering saya mendapatkan kardus pembungkus yg selalu rusak dan juga voucher gratis ongkir tp kok msh ada nominal ongkirnya.   yg namanya gratis harusnya y g bayar.   .   saya sgt kecewa ,  pdhl sya sll order lewat shopee.   ",__label__3
Bgus mudh di gnakan app na.   .   ,__label__3
"Malesin ,   mau coba2 beli ,   harga barangnya kan masih di bawah 30k ,   jdi saya usahakan sampe diatas 30k biar dpt voucher gratis ongkir  ( vouchernya masih abu² ,   tenggat 9 jam lg ) .    Lalu saya buat beli 3 barang jadinya 31k +  ,   malah voucher gratis ongkir min 30k nya ilang tiba2 ,   yg ada malah voucher gratis ongkir min 120k.    Saya jadi males ngapain beli mahal2 dlu demi gratis ongkir ,   mana cuma PHP.    Klo dsni bisa upload foto video / bukti saya kasih dsni.    Nanti saya coba kirim lewat shopee aja.   ",__label__3
"Shoppe sekarang beda gak kya dlu selalu ada gratis ongkir  ,  ini harus pengguna baru yg dpt gratis ongkir.   .   .   mohon diberi keringanan yah buat langganan shopee .   .   .   klo ga ada gratis ongkir mending beli di dekat rumah sma aja harganya pada mahal😥",__label__3
Gk bisa chekout kenapa we ini kesel deh,__label__3
"Baru kali ini kecewa sama shopee Food.   .    pesanan beres 30 menit 1 jam belum aja nyampe ,   udah telpon Driver gak ada respon chat cs error terus emang gabisa apa restoran batalin pesanan gitu ?  Saya lama nunggu sampe di ulur terus udah lebih 1 jam",__label__3
Diskon ongkirnya kurang kak :  ) ,__label__3
Semoga sukses slalu,__label__3
"spaylater 😤 saya nasabah spaylater sudah hampir 3 tahun dan selalu tepat waktu pelunasan selama ini.    tapi kenapa di setiap akhir bulan ada pihak spaylater selalu telepon terus  ,   itu yang saya tidak nyaman ,   kadang saya sudah melunasi tapi masih ada yang telepon",__label__3
teralu sering update,__label__3
"Semuanya oke ,   tapi yg saya kurang suka di bagian notif katanya barang sedang di antar ketempat tujuan tapi saya tunggu lamaa bgt gak nyampe2.   .    alhasil saya nungguin nya lama mana gak bisa kemana2 ,   kan kasian ama kurir klo saya tinggal ntar dia dateng mana di tempat saya kurirnya j & t express pd gak bisa dhubungi.    Beda sama aplikasi sebelah kan mereka klo mau nganter paket kerumah dia cht via wa.    Saran saya shopee bisa mengoptimalkan notifnya supaya antara notif dg realnya sama.    Smg bisa brkembang",__label__3
"Kenapa aku kasih bintang 3  ?  Aplikasih shopee bagus ,  Seller semuanya bagus.    Tapi ,   di pembertahuan pengiriman barang tidak sesuai dengan kenytaan ,   pengiriman sedang menuju ke lokasi.   .    Tapi koh kagak nyampe ,   pengiriman di lnjutkn besok hari ,   begitu seterusnya sampai 1 bulan.   .   dan hari ini gue kasih ulasan.   .   tolong Shopee bekerja sama dengan Kurir JNT itu bekerja dngan baik.   .   supya paket itu di antr ke tempat tujuan.   .   dan akhirnya paketku di batalkan karena alasan pelanggan tidak di tempat.   .   Terimakasih",__label__3
"Sya fikir hp sy yg berat ,  tnyta perBULAN 12 smw comment hampir sm ,   Lemod  &  Layar Putih ,   ,   setiap mw checkout slalu terjadi keslahn.    Tdi.   a apl.    Minta di update ,   baru bbrp menit di update kog minta update lg ?  !  Krn dari siang Layar putih ,   apl.    Sya Un - In  &  ternyata sampai skg Download_a G SELESAI "" .    Truz ,  pad saat checkout smw V.    Gratis ongkir tdk dpt dipakai ,   stlah liat SKB Voucher ,   smw pesanan ad ket.    **Gratis Ongkir** tpi kog g bs terpakai ?  !  Mohon infonya min.    U /  penggunaan Voucher harian.   a  ,  thx u 🙏",__label__3
Shope tu berat di ongkir,__label__3
Aplikasi nya lemot,__label__3
Aplikasi nya bagus,__label__3
"Ini shoppe ada kendala apa sih kok tiba ""  gak ada angin gak ada hujan tiba ""  akun saya sama akun kk saya hilang dan berubah mnjadi member baru padahl gak diapa "" in.    Mau login ulang gak bisa dan lebih parahnya lagi semua koin dan shoppe pay kami semuanya hilang jadi 0 njirr tolong dong mimin kembaliin akunya kita.   udh lama kami jadi pengguna shoppe dan tiba ""  dibuat cemas dan kecewa kayak gini plis kasih penjelasannya.   ",__label__3
Apk ini bisa beli akun ff yang murah !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  Opo ono opo oon,__label__3
Kok lemot aplikasinya sekarang,__label__3
Pertama x download,__label__3
Shoppe kok ongkirnya tambah mahal ? ,__label__3
Aplikasi sering frezz di home nya,__label__3
mau belanja aja susahh banget🙄,__label__3
"Sayang banget yaa Nggk bisa buka pesanan kita di web dengan menggunakan android ,   untuk memory hp yg sedikit kadang kita Lebih nyaman menggunakan web browser supaya Lebih leluasa ,   saya harap ada upgrade system yg mengukung Itu.   .   ",__label__3
"sebenarnya aplikasi ini berguna untuk berbelanja  ,  tapi sayang voucernya jarang dikasih  ,  dan klw ada voucer tetap tidak bisa dipakai  ,  padahal sudah sesuai dengan s & k tapi tetap tidak bisa digunakan vocer tersebut",__label__3
Gampang ngeblank sekarang.   .   .   .   ,__label__3
Barang lama d kirim dri transit gk mju2,__label__3
sering di perbaruhi tambah ribet,__label__3
"Tolong penanganan muatan dihilangkan karena  ,   menurut saya nilainya jadi besar jika di akumulasi semuanya ,  percuma kalau gratis ongkir kalau masih ada.   .   .   .   itupun susah digunakan harus pakai syarat",__label__3
"Cukup bagus ,   hanya saja gk semua toko bisa bayar di tempat ,  klw bayar secara online dll gk semua org punya rekening bank ,   / ewalet / dll ,   dan tolong di perbaiki agar tidak selalu terhenti saat masuk ke shopee",__label__3
"Awal2 baik aja nih pake shopee ,   eh tapi kenapa sekarang tiba2 ke logout sendiri ,   dan saya udh coba berkali2 malah ga bisa login ,   mana udh ada barang yg di Beli  +  bayar lagi ,   dan beli barang lagi tapi kenapa ga bisa bayar pake ATM BCA d cek otomatis ?  ?  Kalo barang saya ga bisa datang jg shopee harus tanggung jawab deh ya",__label__3
Klo udah ok kukaaih lgi bintang x,__label__3
Bagus mudah membantu,__label__3
Sdh lumayan oke.   .   ,__label__3
Respon adminnya lama,__label__3
Sering bermasalah.   ,__label__3
Pembaruan terus nyebelin ga imbang,__label__3
ongkir masih mahal,__label__3
"mimiin.   .   .   .    tolong diperbaiki !  !  !  setelah diupdate suka ngeclous sendiri ,   pdhl lgi masukin barang.    baru setengah jalan harus ngulang lagi dan lagi.    udh 5x min ,   pegel ini tangan CoPas mulu.   .   .   .   .   .    kalo udh bener nanti diubah bintangnya",__label__3
Sering terjadi leg,__label__3
"Baru kali ini pake shopee tapi error.    Lagi login mau liat barang yg lagi di order ,   trus tiba2 keluar sendiri trus pas mau coba login gabisa2 ,   padahal udh masukin nomer telfon tapi gak ada kode verifikasi.    Padahal aku lagi order barang yg harganya lumayan tapi masih dalam perjalanan dan udah bayar bukan cod.    Untung gak jadi isi shopee pay kmaren :  ( ",__label__3
Apk ini bagus bisa beli  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  Bapak ibu kakak adek temen pacar 🤗🤗🤗😡🙁,__label__3
Kenala sih klj stiap isi soppepay berkurng.   .   .   .    Pun shoppe aku lelet bnged.   .    Louding barang ny padhl jaringn full,__label__3
"Hemm kebiasaan dah setiap flash sale ngebug nya hampir seperkian detik ,   dahlah",__label__3
Katanya soppy COD gratis ongkir,__label__3
"Makin lama ,   makin ngeselin pakai Shopee.    Estimasi barang di Terima selalu lewat.    Tolong perbaiki lah jasa kirim nya.    Awal nya sih oke ,   barang sampai selalu on time ,   tapi skrg makin parah aja",__label__3
Loadingnya lama.   .   .   ,__label__3
Baru bisa kadih 3 bintang,__label__3
Jangan pakai wifi,__label__3
Bintang 3 dulu ya,__label__3
Bintang 3 dulu ya,__label__3
Tiap diupdate makin lemot,__label__3
Baru ke dowload lgsng di update,__label__3
"Coba shopee food adain chat sama resto nya dong jangan sama ojeknya doang ,   biar gampang konfirmasi nya.    Sama adain juga ulasan kayak shopee biasa ,   biar bisa kasih review buat pembeli lain ,   biar kalo ada pesenan kurang / kendala ga banyak korban yg lain",__label__3
"saya tiap hari selalu pesan shopeefood ,   tapi makin kesini diskonnya makin kecil ,   teman saya yg driver shopeefood pun mengeluh orderan makin sedikit.    mungkin emng udah saatnya pindah apl.    mohon utk dijadikan pertimbangan",__label__3
"Pesan di shopee selalu bagus ,   tapi kenapa akhir ""  ini pas mau milih cara pembayaran n milih jne / jnt / cod nya ga bisa.    Load mulu.    Aku udah coba di punya kaka ku ,   bagus ""  aja.    Apa karna akun aku ya ?  ?  Tapi pas ganti gmail still ga bisa",__label__3
Paylater sama pinjaman nya mahil bunga ny.   .   ,__label__3
Shopee mengang6 gua karena main game di gangu Shopee tidur idur juga 😡😡😡😡😡💢👎👎👎👎👎👎😿,__label__3
Skrg rewel.   .   .    Bentar2 minta update.   .   .   ,__label__3
Shopee bagus si aplikasinya cuman sebaiknya jngn terlalu sering di update .   .   .   makan memory besar .   .   .   .   di game nya berat banget setiap buka shopee terutama di permainan buble cepat panas ni hp .   .   .   klo buat belanja nya si ok lah .   .   .   ,__label__3
"Shopee aneh bgt penilaian disembunyikan terus ,   padahal komen nya ga neko2 dan selalu kasih bintang 5 buat penjual.    Liat di platform ttg pelanggaran penilaian pun komen sya ga melanggar aturan penilaian.    Dah lah gausah kasih nilai klo gitu terus.   ",__label__3
Jelek tapi bagus kuperet wkwkwkwkwkwk,__label__3
Sehabis update selalu ngebag,__label__3
Kenapa shoppe ku error' ya,__label__3
Awalnya saya sudah instal dan sudah sempat selesai pemesanan dari shopee dan Alhamdulillah lancar.   .   .    Tapi pas mau pemesanan lagi.   .   .   tiba tiba datang informasih akun saya tidak bisa melakukan pembelian lagi.   .   .    Karna tidak melunasi shoopepay padahal saya tidak pernah memakai shopee pay.   .   .    Dan saya kira itu karna lagi error' shopee terus saya uninstall.   .   kemudian saya mau download kembali.   .   dan sudah hampir 2 jam Sampek sekarang shoppe nya tidak bisa d download bahkan d instal.   .   .    Mohon penjelasannya🙏,__label__3
Baru mau pelajari,__label__3
Kebanyakan update,__label__3
"Kenapa shoppe tidak bisa memilihkan ekpedisi yg cepet sampai tidak selalu pilhan ke j & t apa lagi gak ada pilihan lain.   .    Pakai j & t Paket lama gak sampai jadi bikin jelek nama shoppe.   .   .    Masih mending pakai shoppe expres 2 hari atau 3 hari sampai.   .   .   .    Kalau j & t berhari gak sampai ""  keburu beli lagi tempat lain.   .   .   .   ",__label__3
capek update terus,__label__3
Untung miminnya baik,__label__3
shopee tambah lemot sekarang,__label__3
Shopee kenapa ongkirnya jadi mahal sih😭😭,__label__3
"wahai shopee kenapa ongkir mu kini sudah seperti harga sembako ,  tiba2 melejit.   .    saya jadi bingung belanja disini ,  karena ongkir nya jadi mahal banget.   .    sumpah padahal uda nyaman banget belanja di shopee ,  tapi kenapa ongkir nya jadi tiba2 mahal banget ,  padahal sudah pakai subsidi ongkir tapi tetep aja mahal ,  tolong balikin lagi ongkir nya seperti sedia kala.   .    nanti saya balikin lagi deh jadi bintang 5 ✌",__label__3
"Assalamualaikum ?  Sy agak kecewa sama shoppe akhir² ini karna sy pesen paket kerudung coklat sama maroon yg Dateng cuma maroon 1 tapi bayar 2 ,  dan merefund kn uang nya kemarin juga agk lama ,  hari ini sy kedatangan paket ,  tapi sy tidak merasa pesan paket dan paket itu dipersiap kan JM tengah 7 pagi gk mungkin sy pegang hp buat buka shoppe paling buat ngabarin teman Sy buat sekolah ,  jadi mohon di teliti y pihak shoppe🙏🙏",__label__3
Minta pembaruan mulu dah,__label__3
"sekarang kalo mau bayar pake spay saldonya ga bisa pas banget ,  jadi harus lebih ,   kalo harga barangnya 50k saldonya cuma 50k ga bisa di pake :  (  dulu bisa loh :  (  (  saldonya harus cukup sama ongkirnya ,  padahal udah gratis ongkir huhu tapi saldonya harus lebih banyak dari harga barang ,   balikin ke yg lama dong :  ( ",__label__3
Perlu byk di benahj,__label__3
"Kmaren ongkir kebogor gratis ,   skrg ongkir ampe 30rb parah men",__label__3
Barang bagus diskon bayak yu buruan dwonload,__label__3
Kak knp sttus pengiriman sy ga muncul sih,__label__3
Shopee skrg tambah lemoot.   .   .   ,__label__3
Skarng shope sering hapus prodak terlaris tanpa alasn yg jelas,__label__3
Hm cukup baguslah,__label__3
Shoppe tanamnya eror gabisa kebuka Dan game shoppe lain gabisa kebuka,__label__3
Terus menjag konsumen shopee memang hebat,__label__3
Susah dpt hadiahnya 😂😂😂,__label__3
Aplikasinya bagus,__label__3
Keseluruhan bagus dan saya beri 3bintang agar lebih di tingkatkan lagi.    Terutama SPayLater nya JANGAN hanya buat belanja di shoppe saja atau pinjam tunai.    Biar ditingkatkan bisa digunakan keseluruhan dan buat semuanya seperti fungsi kartu kredit 🙏👍,__label__3
Spaylaternya ga bisa diaktifin,__label__3
Makin lelet apl nya.   .   .   ,__label__3
Saya sudah melakukan pembayaran kenapa masih d tulis belum bayar dan segera bayar.    Saya ada BUKTINYA  !  !  !  uang saya sdh dbayarkan melalui m banking  !  !  .    Cepat d proses saya sdh melakukan pengiriman email dll tp tidak memuaskan  !  !  ! ,__label__3
"Aplikasi yang bagus dan bermanfaat mempermudah saya dalam membeli barang.    Sarannya gratis ongkir Rp.   0 lebih diperbanyak karena shopee sekarang sulit untuk mendapatkan gratis ongkir.    Daripada give away hal - hal yang memang tidak diperlukan ,   lebih baik membuat pengguna aplikasi lebih nyaman dengan memperbanyak gratis ongkir Rp.   0 kendala - kendala dalam aplikasi juga harus diperbaiki sesegera mungkin karena banyak pengguna yang kesulitan dalam menggunakan aplikasi ini.   ",__label__3
